Title,Year,Genre-Horror,Genre-Thriller,Genre-Sci-Fi,Genre-Mystery,Genre-Romance,Genre-Fantasy,Genre-Comdey,Genre-Drama,Genre-Crime,Genre-War,Genre-Western,Genre-Musical,Genre-Family,Genre-Adventure,Genre-Sport,Genre-History,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Language,Directors1,Cast1,Plot1
Thanatomorphose ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,21-Jan-14,USA,NOT RATED,4.7,100 min,"Directed by Éric Falardeau. With Kayden Rose, Davyd Tousignant, Émile Beaudry, Karine Picard. Thanatomorphose is an hellenic word meaning the visible signs of an organism's decomposition caused by death. One day, a young and beautiful girl a wakes up and finds her flesh rotting.",Kayden Rose|Davyd Tousignant|Émile Beaudry|Karine Picard|Roch-Denis Gagnon|Eryka Cantieri|Pat Lemaire|Simon Laperrière,English,Directed by Éric Falardeau," With Kayden Rose, Davyd Tousignant, Émile Beaudry, Karine Picard", Thanatomorphose is an hellenic word meaning the visible signs of an organism's decomposition caused by death
The Abandoned ,2015, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,13-Jun-15,USA,NOT RATED,5,86 min,"Directed by Eytan Rockaway. With Jason Patric, Louisa Krause, Mark Margolis, Ezra Knight. Take a terrifying plunge into the warped mind of a disturbed young woman. Desperate to get her life back on track, the unstable Streak takes a job as a security guard, working the graveyard shift at a once upscale, now abandoned apartment complex. But on her first night on duty, she discovers a horrifying presence lurking deep within the bowels of the decaying building. With her nerves already on...",Jason Patric|Louisa Krause|Mark Margolis|Ezra Knight|Louis Carbonneau|Massiel Hernandez|Henry Kelemen|Brandon Kieffer|James Murtaugh|John Sampson|Carlos Velazquez|Louisa Ward,English,Directed by Eytan Rockaway," With Jason Patric, Louisa Krause, Mark Margolis, Ezra Knight", Take a terrifying plunge into the warped mind of a disturbed young woman
Hell Baby ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,1-Mar-14,UK,R,4.9,98 min,"Directed by Robert Ben Garant, Thomas Lennon. With Rob Corddry, Leslie Bibb, Alex Berg, Keegan-Michael Key. An expectant couple who moves into the most haunted house in New Orleans call upon the services of the Vatican's elite exorcism team to save them from a demonic baby.",Rob Corddry|Leslie Bibb|Alex Berg|Keegan-Michael Key|Robert Ben Garant|Thomas Lennon|David Pasquesi|David Wain|Michael Ian Black|Rob Huebel|Paul Scheer|Dave Holmes|Brittney Barlow|Tara Cullen|Jessica Loyacono,English,"Directed by Robert Ben Garant, Thomas Lennon"," With Rob Corddry, Leslie Bibb, Alex Berg, Keegan-Michael Key", An expectant couple who moves into the most haunted house in New Orleans call upon the services of the Vatican's elite exorcism team to save them from a demonic baby
Dark Touch ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,19-Mar-14,France,NOT RATED,4.8,90 min,"Directed by Marina de Van. With Missy Keating, Marcella Plunkett, Pádraic Delaney, Charlotte Flyvholm. In a remote town in Ireland, eleven-year-old Niamh finds herself the sole survivor of a bloody massacre that killed her parents and younger brother. Suspecting a gang of homicidal vandals, the police ignore Niamh's explanation that the house is the culprit. To help ease her trauma, dutiful neighbors Nat and Lucas take her in with the supervision of a social worker. Niamh has trouble finding peace...",Missy Keating|Marcella Plunkett|Pádraic Delaney|Charlotte Flyvholm|Steve Wall|Robert Donnelly|Susie Power|Richard Dormer|Catherine Walker|Simon Boyle|Olga Wehrly|Mark Huberman|Katie Kirby|Clare Barrett|Art Parkinson,English,Directed by Marina de Van," With Missy Keating, Marcella Plunkett, Pádraic Delaney, Charlotte Flyvholm"," In a remote town in Ireland, eleven-year-old Niamh finds herself the sole survivor of a bloody massacre that killed her parents and younger brother"
Harbinger Down ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,7-Aug-15,USA,R,4.5,82 min,"Directed by Alec Gillis. With Lance Henriksen, Camille Balsamo, Matt Winston, Reid Collums. While studying the effects of global warming on a pod of whales, grad students on a crabbing vessel and it's crew uncovers a froze soviet space shuttle, and unintentionally releases a monstrous organism from it",Lance Henriksen|Camille Balsamo|Matt Winston|Reid Collums|Winston James Francis|Milla Bjorn|Giovonnie Samuels|Michael Estime|Edwin H. Bravo|Kraig W. Sturtz|Jason Speer|Mick Ignis,English,Directed by Alec Gillis," With Lance Henriksen, Camille Balsamo, Matt Winston, Reid Collums"," While studying the effects of global warming on a pod of whales, grad students on a crabbing vessel and it's crew uncovers a froze soviet space shuttle, and unintentionally releases a monstrous organism from it"
Happy Birthday ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,2016,USA,R,5.1,90 min,"Directed by Casey Tebo. With Tristin Mays, Vanessa Lengies, Erik Palladino, Britne Oldford. When two friends embark on a journey to Mexicali for a Birthday celebration, they soon realize their psychedelic shenanigans have taken a turn for the worse.",Tristin Mays|Vanessa Lengies|Erik Palladino|Britne Oldford|Matthew Willig|Inanna Sarkis|Jeff Daniel Phillips|Steven Tyler|Matt Bush|Robert Miano|Rey Borge|Carlos Ayala|Cassandra Bautista|David A. Garcia|Riley Litman,English,Directed by Casey Tebo," With Tristin Mays, Vanessa Lengies, Erik Palladino, Britne Oldford"," When two friends embark on a journey to Mexicali for a Birthday celebration, they soon realize their psychedelic shenanigans have taken a turn for the worse"
Trash Fire ,2016, Horror,NO GENRE,NO GENRE,NO GENRE, Romance,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,3-Nov-16,USA,R,5.8,91 min,"Directed by Richard Bates Jr.. With Adrian Grenier, Angela Trimbur, Fionnula Flanagan, AnnaLynne McCord. When Owen is forced to confront the past he's been running from his whole adult life, he and his girlfriend, Isabel, become entangled in a horrifying web of lies, deceit and murder.",Adrian Grenier|Angela Trimbur|Fionnula Flanagan|AnnaLynne McCord|Sally Kirkland|Matthew Gray Gubler|Ezra Buzzington|Molly McCook|Ray Santiago|Michael Laren|Clayton Jackson|Alexa Hamilton|Karl Schott|Brayden Austin|Ruby Lightfoot,English,Directed by Richard Bates Jr,," With Adrian Grenier, Angela Trimbur, Fionnula Flanagan, AnnaLynne McCord"
Attack of the Lederhosen Zombies ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,13-Jan-17,USA,TV-MA,4.5,78 min,"Directed by Dominik Hartl. With Laurie Calvert, Gabriela Marcinková, Oscar Dyekjær Giese, Margarete Tiesel. Zombie action in the Alps: a group of young snowboarder is stuck in a remote mountain ski resort, where an all-night aprés-ski party soon turns into a hellish nightmare of zombie mayhem.",Laurie Calvert|Gabriela Marcinková|Oscar Dyekjær Giese|Margarete Tiesel|Karl Fischer|Kari Rakkola|Martin Loos|Patricia Aulitzky|Christian Roupec|Christian Schiesser|Martina Schölzhorn|Walter Spanny|Julia Stipsits,German|English,Directed by Dominik Hartl," With Laurie Calvert, Gabriela Marcinková, Oscar Dyekjær Giese, Margarete Tiesel"," Zombie action in the Alps: a group of young snowboarder is stuck in a remote mountain ski resort, where an all-night aprés-ski party soon turns into a hellish nightmare of zombie mayhem"
The Bay ,2012, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,21-Nov-12,Belgium,R,5.6,84 min,"Directed by Barry Levinson. With Will Rogers, Kristen Connolly, Kether Donohue, Frank Deal. Chaos breaks out in a small Maryland town after an ecological disaster occurs.",Nansi Aluka|Christopher Denham|Stephen Kunken|Frank Deal|Kether Donohue|Kristen Connolly|Will Rogers|Kimberly Campbell|Beckett Clayton-Luce|Dave Hager|Tara Polhemus|Sean Johnson|Murat Erdan|Lamya Jezek|Lucia Scarano,English,Directed by Barry Levinson," With Will Rogers, Kristen Connolly, Kether Donohue, Frank Deal", Chaos breaks out in a small Maryland town after an ecological disaster occurs
Bad Blood: The Movie ,2016, Horror,NO GENRE, Sci-Fi,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,1-Apr-16,USA,TV-14,4.3,80 min,"Directed by Tim Reis. With Mary Malloy, Vikas Adam, Troy Halverson, Brian Troxell. A classic werewolf flick with an amphibious twist; it's a race against time to find the antidote.",Mary Malloy|Vikas Adam|Troy Halverson|Brian Troxell|Tomi Lavinder|David Alexander|Thom Badinger|Mickie Banyas|Kevin Galbraith|Michael Gladden|Josh Adam Gould|Chelsea Howard|Grayson Thorne Kilpatrick|Kaleigh Malloy,English,Directed by Tim Reis," With Mary Malloy, Vikas Adam, Troy Halverson, Brian Troxell", A classic werewolf flick with an amphibious twist; it's a race against time to find the antidote
The Axe Murders of Villisca ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,5-May-17,Mexico,NOT RATED,4.2,78 min,"Directed by Tony E. Valenzuela. With Robert Adamson, Jarrett Sleeper, Alex Frnka, Sean Whalen. 'Villisca' is a ghost story based on the house where the notorious and still unsolved 1912 ax murders took place. Three outcast teenagers break into the house in search of answers, but discover something far beyond their worst fears.",Robert Adamson|Jarrett Sleeper|Alex Frnka|Sean Whalen|Conchata Ferrell|Riley Bodenstab|Kellan Rhude|Madison Lawlor|Ava Kolker|Jon Gries|Brett Rickaby|Urs Inauen|Savannah Stehlin|Sophia Linkletter|Joey Graceffa,English,Directed by Tony E, Valenzuela," With Robert Adamson, Jarrett Sleeper, Alex Frnka, Sean Whalen"
The Barn ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,2016,USA,NOT RATED,5.9,90 min,"Directed by Justin M. Seaman. With Mitchell Musolino, Will Stout, Lexi Dripps, Cortland Woodard. Its Halloween 1989, best friends Sam and Josh are trying to enjoy what's left of their final Devil's Night before graduating high school. But trouble arises when the two pals and a group of friends take a detour on their way to a rock concert, finding an old abandoned barn and awakening the evil inside. Now it's up to Sam and Josh to find a way to protect their friends and defeat the creatures ...",Mitchell Musolino|Will Stout|Lexi Dripps|Cortland Woodard|Nikki Howell|Nickolaus Joshua|Linnea Quigley|Ari Lehman|Ryan Nogy|David Hampton|James Weldon|Justin M. Seaman|Rik Billock|Elyse Alberts|Hunter Amos,English,Directed by Justin M, Seaman," With Mitchell Musolino, Will Stout, Lexi Dripps, Cortland Woodard"
Don't Fuck in the Woods ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,25-Oct-16,USA,UNRATED,2.6,73 min,"Directed by Shawn Burkett. With Brittany Blanton, Ayse Howard, Roman Jossart, Nadia White. A group of friends are going on a camping trip to celebrate graduating college. But once they enter the woods, the group are attacked by a creature.",Brittany Blanton|Ayse Howard|Roman Jossart|Nadia White|Hannah Herdt|Brian Cornell|Kayla Stone|Brandy Mason|Scott Gillespie|Deryk Wehrley|Ryan Stacy|Joe Vollman|Savannah Howard|Chris J. Neal|Shawn C. Phillips,English,Directed by Shawn Burkett," With Brittany Blanton, Ayse Howard, Roman Jossart, Nadia White", A group of friends are going on a camping trip to celebrate graduating college
The Jungle ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,2013,Australia,R,4,84 min,"Directed by Andrew Traucki. With Igusti Budianthika, Rupert Reid, Agoes Widjaya Soedjarwo. Big cat conservationist LARRY BLACK and his filmmaker brother BEN travel into the Indonesian jungle to find and document the rare and endangered Javan Leopard. As they travel deeper and deeper into the jungle they realise they are being stalked by a deadly predator.",Igusti Budianthika|Rupert Reid|Agoes Widjaya Soedjarwo,English,Directed by Andrew Traucki," With Igusti Budianthika, Rupert Reid, Agoes Widjaya Soedjarwo", Big cat conservationist LARRY BLACK and his filmmaker brother BEN travel into the Indonesian jungle to find and document the rare and endangered Javan Leopard
Alien Abduction ,2014, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,1-May-14,Singapore,NOT RATED,4.9,85 min,"Directed by Matty Beckerman. With Katherine Sigismund, Corey Eid, Riley Polanski, Jillian Clare. A vacationing family encounters an alien threat in this thriller based on the real-life Brown Mountain Lights phenomenon in North Carolina.",Katherine Sigismund|Corey Eid|Riley Polanski|Jillian Clare|Jeff Bowser|Peter Holden|Walter Phelan|Jordan Turchin|Kelley Hinman|Ben Sharples|Matty Beckerman|Ronald B. Bishop|Daniel Caton|Rick Chambers|Ray Chavez Jr.,English,Directed by Matty Beckerman," With Katherine Sigismund, Corey Eid, Riley Polanski, Jillian Clare", A vacationing family encounters an alien threat in this thriller based on the real-life Brown Mountain Lights phenomenon in North Carolina
Afflicted ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,27-Jan-15,Japan,R,6.3,85 min,"Directed by Derek Lee, Clif Prowse. With Clif Prowse, Derek Lee, Michael Gill, Baya Rehaz. Two best friends see their trip of a lifetime take a dark turn when one of them is struck by a mysterious affliction. Now, in a foreign land, they race to uncover the source before it consumes him completely.",Derek Lee|Clif Prowse|Michael Gill|Baya Rehaz|Benjamin Zeitoun|Zach Gray|Jason Lee|Edo Van Breemen|Gary Redekop|Lily Py Lee|Ellen Ferguson|Chiara Caggiati|Domenico Di Michele|Susie Barrow|Lise Bertram,English|French|Italian,"Directed by Derek Lee, Clif Prowse"," With Clif Prowse, Derek Lee, Michael Gill, Baya Rehaz", Two best friends see their trip of a lifetime take a dark turn when one of them is struck by a mysterious affliction
Static ,2012, Horror, Thriller,NO GENRE, Mystery,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,1-Nov-12,USA,NOT RATED,5.4,83 min,"Directed by Todd Levin. With Milo Ventimiglia, Sarah Shahi, William Mapother, Sara Paxton. A couple facing marital problems after losing their child finds their life together further complicated by a mysterious visitor.",Milo Ventimiglia|Sarah Shahi|William Mapother|Sara Paxton|Dominic Bogart|Oz Kalvan|Luke Barnett|Brett Mann|John Hermann|Ahmad Russ|Brody Gusar|Joshua Stone|Preston Peterson|Carl McGrier|Devon Ogden,English,Directed by Todd Levin," With Milo Ventimiglia, Sarah Shahi, William Mapother, Sara Paxton", A couple facing marital problems after losing their child finds their life together further complicated by a mysterious visitor
The Revenant ,2009, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,24-Aug-12,USA,R,6.3,117 min,"Directed by D. Kerry Prior. With David Anders, Chris Wylde, Louise Griffiths, Jacy King. In Los Angeles, a fallen soldier who has joined the ranks of the living dead reunites with his best friend in order to deal with the city's drug dealers and killers - a perfect way to collect the blood that one of them so desperately needs.",David Anders|Chris Wylde|Louise Griffiths|Jacy King|Eric Payne|Bernardo Badillo|Theda Reichman|Richard Reichman|Wally White|Floyd Van Buskirk|Mark Elias|Zoë Simpson Dean|David St. James|Frante Foggie|Kevin Lyons,English,Directed by D, Kerry Prior," With David Anders, Chris Wylde, Louise Griffiths, Jacy King"
Raze ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,16-Jan-14,Kuwait,R,5.2,87 min,"Directed by Josh C. Waller. With Zoë Bell, Rachel Nichols, Tracie Thoms, Bruce Thomas. Raze, a horror/action film, focuses on two abducted women & 50 other women who are forced to fight each other using their bare hands.",Zoë Bell|Rachel Nichols|Tracie Thoms|Bruce Thomas|Bailey Anne Borders|Rebecca Marshall|Allene Quincy|Adrienne Wilkinson|Doug Jones|Sherilyn Fenn|Amy Johnston|Tara Macken|Nicole Steinwedell|Jordan James Smith|Chris Schwartz,English,Directed by Josh C, Waller," With Zoë Bell, Rachel Nichols, Tracie Thoms, Bruce Thomas"
Awaken ,2015, Horror, Thriller,NO GENRE, Mystery,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,7-Jul-15,USA,R,3.4,89 min,"Directed by Mark Atkins. With Daryl Hannah, Edward Furlong, Michael Paré, Vinnie Jones. A random group of people wake up on an Island where they are being hunted down.",Daryl Hannah|Edward Furlong|Michael Paré|Vinnie Jones|Jason London|Robert Davi|David Keith|Christa Campbell|Natalie Burn|Michael Copon|Augie Duke|Benny Urquidez|Daz Crawford|Philip Tan|Adrienne McQueen,English,Directed by Mark Atkins," With Daryl Hannah, Edward Furlong, Michael Paré, Vinnie Jones", A random group of people wake up on an Island where they are being hunted down
Vamp U ,2011, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,27-Feb-13,USA,NOT RATED,4,100 min,"Directed by Matt Jespersen, Maclain Nelson. With Adam Johnson, Julie Gonzalo, Gary Cole, Alexis Knapp. Wayne Gretzky (no relation) is a vampire who can't grow his teeth. His impotence began when he inadvertently killed Mary Lipinsky, the love of his life, 300 years ago. To take his mind off the pain, he teaches college history - who better? Attempting to regain his full power, he enlists help from his friend and colleague, Dr. Levine (Gary Cole). Nothing works until a new semester brings freshman ...",Julie Gonzalo|Adam Johnson|Gary Cole|Maclain Nelson|Matt Mattson|Bart Johnson|Alexis Knapp|Clare Niederpruem|Frankie Levangie|Jake Van Wagoner|Renny Grames|Jason Celaya|Maria Kirilenko|Benjamin Horatio Garvis|Leanna Pareja,English,"Directed by Matt Jespersen, Maclain Nelson"," With Adam Johnson, Julie Gonzalo, Gary Cole, Alexis Knapp", Wayne Gretzky (no relation) is a vampire who can't grow his teeth
Belladonna of Sadness ,1973, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE, Fantasy,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,12-Jul-16,USA,UNRATED,7.4,86 min,"Directed by Eiichi Yamamoto. With Tatsuya Nakadai, Katsuyuki Itô, Aiko Nagayama, Shigako Shimegi. After being banished from her village, a peasant woman makes a pact with the devil to gain magical ability.",Tatsuya Nakadai|Katsuyuki Itô|Aiko Nagayama|Shigako Shimegi|Masaya Takahashi|Natsuka Yashiro|Masakane Yonekura,Japanese,Directed by Eiichi Yamamoto," With Tatsuya Nakadai, Katsuyuki Itô, Aiko Nagayama, Shigako Shimegi"," After being banished from her village, a peasant woman makes a pact with the devil to gain magical ability"
Contracted: Phase II ,2015, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,4-Sep-15,USA,NOT RATED,5.1,78 min,"Directed by Josh Forbes. With Matt Mercer, Marianna Palka, Morgan Peter Brown, Anna Lore. Riley searches for a cure to the virus that took over Samantha before it consumes him and the entire world.",Matt Mercer|Marianna Palka|Morgan Peter Brown|Anna Lore|Laurel Vail|Peter Cilella|John Ennis|Najarra Townsend|Richard Riehle|Suzanne Voss|Charley Koontz|Alice Macdonald|Ruben Pla|Caroline Williams|Joanna Sotomura,English,Directed by Josh Forbes," With Matt Mercer, Marianna Palka, Morgan Peter Brown, Anna Lore", Riley searches for a cure to the virus that took over Samantha before it consumes him and the entire world
Truth or Die ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,6-Aug-12,UK,NOT RATED,5.6,96 min,"Directed by Robert Heath. With Tom Kane, Liam Boyle, Jack Gordon, Florence Hall. Young British boys and girls travel to an isolated cabin after being promised a night of heavy partying. Instead of the fun they hoped for, they meet a killer out to reap vengeance on them for the death of his brother.",Tom Kane|Liam Boyle|Jack Gordon|Florence Hall|Jennie Jacques|Alexander Vlahos|Jason Maza|Mark Underwood|David Sterne|David Oakes,English,Directed by Robert Heath," With Tom Kane, Liam Boyle, Jack Gordon, Florence Hall", Young British boys and girls travel to an isolated cabin after being promised a night of heavy partying
The Wicked Within ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,16-Oct-15,USA,R,4.6,84 min,"Directed by Jay Alaimo. With Sienna Guillory, Gianni Capaldi, Enzo Cilenti, Michele Hicks. After a year passes since the sudden death of a child, a family gathering takes place whilst peculiar unexplainable events occur.",Sienna Guillory|Gianni Capaldi|Enzo Cilenti|Michele Hicks|Eric Roberts|Karen Austin|Sonja Kinski|Heath Freeman|Patrick Muldoon|Sarah Lassez|William McNamara|Melanie Avalon|Sabrina Carmichael|Cynthia Richards,English,Directed by Jay Alaimo," With Sienna Guillory, Gianni Capaldi, Enzo Cilenti, Michele Hicks"," After a year passes since the sudden death of a child, a family gathering takes place whilst peculiar unexplainable events occur"
Cockneys vs Zombies ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE, Fantasy,NO GENRE,NO GENRE, Crime,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,2-Aug-13,USA,NOT RATED,5.9,88 min,"Directed by Matthias Hoene. With Rasmus Hardiker, Harry Treadaway, Michelle Ryan, Ashley Thomas. A gang of bank robbers fight their way out of a zombie-infested London.",Rasmus Hardiker|Harry Treadaway|Michelle Ryan|Ashley Thomas|Jack Doolan|Georgia King|Tony Gardner|Alan Ford|Honor Blackman|Tony Selby|Georgina Hale|Dudley Sutton|Richard Briers|Natalie Walter|Phil Cornwell,English,Directed by Matthias Hoene," With Rasmus Hardiker, Harry Treadaway, Michelle Ryan, Ashley Thomas", A gang of bank robbers fight their way out of a zombie-infested London
Witching and Bitching ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,27-Sep-13,Spain,UNRATED,6.4,110 min,"Directed by Álex de la Iglesia. With Hugo Silva, Mario Casas, Pepón Nieto, Carolina Bang. On the run from the Police, a gang of armed robbers finds a safe haven in a secluded village crammed with witches, only to encounter the bizarre, the unexpected and the occult.",Hugo Silva|Mario Casas|Pepón Nieto|Carolina Bang|Terele Pávez|Jaime Ordóñez|Gabriel Ángel Delgado|Santiago Segura|Macarena Gómez|Secun de la Rosa|Javier Botet|Enrique Villén|Carlos Areces|Manuel Tallafé|María Barranco,Spanish,Directed by Álex de la Iglesia," With Hugo Silva, Mario Casas, Pepón Nieto, Carolina Bang"," On the run from the Police, a gang of armed robbers finds a safe haven in a secluded village crammed with witches, only to encounter the bizarre, the unexpected and the occult"
Extraterrestrial ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,17-Oct-14,USA,NOT RATED,5,101 min,"Directed by Colin Minihan. With Brittany Allen, Freddie Stroma, Jesse Moss, Anja Savcic. A group of friends on a weekend trip to a cabin in the woods find themselves terrorized by alien visitors.",Brittany Allen|Freddie Stroma|Melanie Papalia|Jesse Moss|Anja Savcic|Gil Bellows|Michael Ironside|Sean Rogerson|Emily Perkins|Mike Kovac|Ian Brown|Fred Keating|Reese Alexander|Buddy,English,Directed by Colin Minihan," With Brittany Allen, Freddie Stroma, Jesse Moss, Anja Savcic", A group of friends on a weekend trip to a cabin in the woods find themselves terrorized by alien visitors
Moebius ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,29-Aug-14,USA,UNRATED,6.5,89 min,"Directed by Ki-duk Kim. With Jae-hyeon Jo, Yeong-ju Seo, Eun-woo Lee, Jae-hong Kim. A father driven into desire, a son coveting that of his father's, and the sorrowful maternity that hovers them into tragedy.",Jae-hyeon Jo|Yeong-ju Seo|Eun-woo Lee|Jae-hong Kim|Jae-rok Kim,None,Directed by Ki-duk Kim," With Jae-hyeon Jo, Yeong-ju Seo, Eun-woo Lee, Jae-hong Kim"," A father driven into desire, a son coveting that of his father's, and the sorrowful maternity that hovers them into tragedy"
The Forgotten ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,15-Nov-15,Mexico,UNRATED,5.2,89 min,"Directed by Oliver Frampton. With Clem Tibber, Shaun Dingwall, Elarica Johnson, Lee Arnold. Tommy is sent to live with his father in an abandoned council estate, by nightTommy hears strange noises. Essentially abandoned by his father, he and his new friend Carmen must try to solve the mystery using only their makeshift lanterns",Clem Tibber|Shaun Dingwall|Elarica Johnson|Lee Arnold|Sam Ashurst|Isaura Barbé-Brown|James Capel|James Doherty|Oliver Gilbert|Luke Kidd|Carys Lewis|Lyndsey Marshal|Jennifer Matter|Katherine Mount|Conor Short,English,Directed by Oliver Frampton," With Clem Tibber, Shaun Dingwall, Elarica Johnson, Lee Arnold"," Tommy is sent to live with his father in an abandoned council estate, by nightTommy hears strange noises"
